Timestamp,Humidity (%),Temp (°C),Temp (°F)
2025-04-10T21:02:36,33.3,13.9,56.9
2025-04-10T21:02:37,33.3,13.7,56.7
2025-04-10T21:02:39,33.1,14.0,57.2
2025-04-10T21:02:40,33.1,13.8,56.8
2025-04-10T21:02:41,33.1,13.9,57.1
2025-04-10T21:02:42,33.1,14.1,57.4
2025-04-10T21:02:43,33.0,14.2,57.5
2025-04-10T21:02:44,33.0,13.4,56.1
2025-04-10T21:02:45,33.0,13.9,57.1
2025-04-10T21:02:46,33.0,13.5,56.4
2025-04-10T21:02:47,33.1,14.1,57.4
2025-04-10T21:02:48,33.1,14.7,58.4
2025-04-10T21:02:49,33.1,14.3,57.7
2025-04-10T21:02:50,33.1,13.5,56.2
2025-04-10T21:02:51,33.1,13.9,56.9
2025-04-10T21:02:52,33.1,14.1,57.4
2025-04-10T21:02:53,33.1,14.1,57.4
2025-04-10T21:02:54,33.1,13.9,56.9
2025-04-10T21:02:55,33.0,13.7,56.7
2025-04-10T21:02:56,33.0,14.2,57.5
2025-04-10T21:02:57,32.9,14.2,57.5
2025-04-10T21:02:58,32.9,14.3,57.7
2025-04-10T21:02:59,32.9,13.1,55.6
2025-04-10T21:03:00,32.9,13.9,57.1
2025-04-10T21:03:01,32.9,13.8,56.8
2025-04-10T21:03:02,32.9,13.8,56.8
2025-04-10T21:03:03,32.9,13.6,56.5
2025-04-10T21:03:04,32.9,14.3,57.8
2025-04-10T21:03:05,32.9,14.2,57.5
2025-04-10T21:03:06,32.9,13.7,56.7
2025-04-10T21:03:07,32.8,14.3,57.7
2025-04-10T21:03:08,32.8,14.3,57.7
2025-04-10T21:03:09,32.9,14.0,57.2
2025-04-10T21:03:10,32.9,13.8,56.8
2025-04-10T21:03:11,32.8,13.8,56.8
2025-04-10T21:03:12,32.8,13.7,56.7
2025-04-10T21:03:13,32.9,13.9,57.1
2025-04-10T21:41:54,33.4,14.0,57.2
2025-04-10T21:41:55,33.4,13.8,56.8
2025-04-10T21:41:56,33.2,13.9,57.1
2025-04-10T21:41:57,33.2,13.7,56.7
2025-04-10T21:41:59,33.2,13.4,56.1
2025-04-10T21:42:00,33.2,13.9,57.1
2025-04-10T21:42:01,33.2,13.5,56.2
2025-04-10T21:42:02,33.2,14.0,57.2
2025-04-10T21:42:03,33.1,13.5,56.2
2025-04-10T21:42:04,33.1,14.2,57.5
2025-04-10T21:42:05,33.0,13.5,56.4
2025-04-10T22:10:29,30.9,14.2,57.5
2025-04-10T22:10:30,30.9,14.2,57.5
2025-04-10T22:10:31,31.4,13.9,57.1
2025-04-10T22:10:32,31.4,14.2,57.5
2025-04-10T22:10:33,31.5,14.2,57.5
2025-04-10T22:10:34,31.5,14.3,57.7
2025-04-10T22:10:35,31.5,13.9,57.1
2025-04-10T22:10:36,31.5,14.2,57.5
